region,year,gov_change,UR_part,age,tenure,GRP,GRP_pc,GRP_pc_growth,GRP_growth,crime_rate,population,unemp_growth,unemp_rate,UR_result,turnout,real_UR_result,life_exp,pop_growth,invest,invest_growth,GRP_prev,GRP_pc_prev,GRP_pc_prev_growth,unemp_rate_prev,unemp_growth_prev,UR_result_prev,turnout_prev,pop_growth_prev,invest_growth_prev,crime_rate_prev,crime_rate_growth_prev,poverty_prev,poverty_prev_growth
Белгородская область,2000,0,0,50,7,"42074,5","27,9194",,"0,2448",1323,1507,"-0,5000","6,1","0,4759","0,7274","0,34616966","68,07",,6144,,,"22,611",,,,,,,,,,,
Белгородская область,2001,0,0,51,8,"49941,8","33,1179","0,1862","0,1870",1350,1508,"0,0492","6,4","0,4759","0,7274","0,34616966","67,38","0,0006635700066",9307,"0,5148111979","42074,5","27,91937624","0,2347696362","6,1","-0,5","0,4759","0,7274",,,1323,,"33,6",
Белгородская область,2002,0,0,52,9,"62404,4","41,2728","0,2462","0,2495",1198,1512,"0,2656","8,1","0,4759","0,7274","0,34616966","67,53","0,002652519894",7172,"-0,2293972279","49941,8","33,11790451","0,1861978656","6,4","0,04918032787","0,4759","0,7274","0,0006635700066","0,5148111979",1350,"0,02040816327","29,1","-0,1339285714"
Белгородская область,2003,0,1,53,10,"76054,5","50,2341","0,2171","0,2187",1264,1514,"0,0247","8,3","0,3306","0,5896","0,19492176",,"0,001322751323",10137,"0,4134132738","62404,4","41,27275132","0,2462367995","8,1","0,265625","0,4759","0,7274","0,002652519894","-0,2293972279",1198,"-0,1125925926","25,43","-0,1261168385"
Белгородская область,2004,0,1,54,11,"114409,3","75,6675","0,5063","0,5043",1280,1512,"-0,2530","6,2","0,5482","0,7184","0,39382688",,"-0,001321003963",14995,"0,4792344875","76054,5","50,23414795","0,2171262235","8,3","0,02469135802","0,3306","0,5896","0,001322751323","0,4134132738",1264,"0,0550918197","22,9","-0,09948879276"
Белгородская область,2005,0,1,55,12,"144987,8","95,8914","0,2673","0,2673",1670,1512,"-0,0484","5,9","0,5482","0,7184","0,39382688","68,43",0,23167,"0,5449816606","114409,3","75,66752646","0,5062966038","6,2","-0,2530120482","0,5482","0,7184","-0,001321003963","0,4792344875",1280,"0,01265822785","20,7","-0,096069869"
Белгородская область,2006,0,1,56,13,"178846,1","118,1282","0,2319","0,2335",1594,1514,"-0,0508","5,6","0,5482","0,7184","0,39382688",,"0,001322751323",34419,"0,4856908534","144987,8","95,89140212","0,2672728528","5,9","-0,04838709677","0,5482","0,7184",0,"0,5449816606",1670,"0,3046875","18,1","-0,1256038647"
Белгородская область,2007,0,1,57,14,"237013,3","155,9298","0,3200","0,3252",1397,1520,"-0,2321","4,3","0,6539","0,7417","0,48499763","70,33","0,003963011889",55045,"0,5992620355","178846,1","118,1282034","0,2318956739","5,6","-0,05084745763","0,5482","0,7184","0,001322751323","0,4856908534",1594,"-0,04550898204","15,14","-0,1635359116"
Белгородская область,2008,0,1,58,15,"317656,3","208,1627","0,3350","0,3402",1257,1526,"-0,0930","3,9","0,6896","0,7794","0,53747424",,"0,003947368421",68421,"0,2430011809","237013,3","155,9298026","0,32000486","4,3","-0,2321428571","0,6539","0,7417","0,003963011889","0,5992620355",1397,"-0,1235884567","12,4","-0,1809775429"
Белгородская область,2009,0,1,59,16,"304345,3","198,6588","-0,0457","-0,0419",1308,1532,"0,2051","4,7","0,6896","0,7794","0,53747424",,"0,003931847969",47826,"-0,3010040777","317656,3","208,162713","0,3349770824","3,9","-0,09302325581","0,6896","0,7794","0,003947368421","0,2430011809",1257,"-0,1002147459",10,"-0,1935483871"
Белгородская область,2010,0,1,60,17,"398361,4","260,0270","0,3089","0,3089",1099,1532,"0,1064","5,2","0,6896","0,7794","0,53747424","71,31",0,62865,"0,3144523899","304345,3","198,658812","-0,04565611597","4,7","0,2051282051","0,6896","0,7794","0,003931847969","-0,3010040777",1308,"0,04057279236","10,1","0,01"
Белгородская область,2011,0,1,61,18,"507839,8","330,6249","0,2715","0,2748",1036,1536,"-0,1731","4,3","0,5116","0,755","0,386258","71,71","0,002610966057",82123,"0,3063389804","398361,4","260,0270235","0,3089126068","5,2","0,1063829787","0,6896","0,7794",0,"0,3144523899",1099,"-0,1597859327","8,4","-0,1683168317"
Белгородская область,2012,0,1,62,19,"545517,2","354,0021","0,0707","0,0742",968,1541,"-0,1395","3,7","0,593","0,7434","0,4408362","71,91","0,003255208333",88929,"0,08287568647","507839,8","330,6248698","0,2715019591","4,3","-0,1730769231","0,5116","0,755","0,002610966057","0,3063389804",1036,"-0,05732484076","8,6","0,02380952381"
Белгородская область,2013,0,1,63,20,"569006,4","368,5275","0,0410","0,0431",968,1544,"0,0811",4,"0,593","0,7434","0,4408362","72,16","0,0019467878",83891,"-0,05665193581","545517,2","354,0020766","0,07070613531","3,7","-0,1395348837","0,593","0,7434","0,003255208333","0,08287568647",968,"-0,06563706564","6,5","-0,2441860465"
Белгородская область,2014,0,1,64,21,"619677,7","400,3086","0,0862","0,0891",925,1548,"0,0000",4,"0,593","0,7434","0,4408362","72,25","0,002590673575",78044,"-0,06969758377","569006,4","368,5274611","0,0410319191",4,"0,08108108108","0,593","0,7434","0,0019467878","-0,05665193581",968,0,"7,6","0,1692307692"
Белгородская область,2015,0,1,65,22,"693379,4","447,3415","0,1175","0,1189",1019,1550,"0,0250","4,1","0,593","0,7434","0,4408362","72,61","0,001291989664",95036,"0,2177233356","619677,7","400,3085917","0,08623816118",4,0,"0,593","0,7434","0,002590673575","-0,06969758377",925,"-0,0444214876","7,7","0,01315789474"
Белгородская область,2016,0,1,66,23,"729083,8","469,4680","0,0495","0,0515",884,1553,"-0,0244",4,"0,5473","0,621","0,3398733","72,87","0,001935483871",92679,"-0,02480112799","693379,4","447,3415484","0,1174917492","4,1","0,025","0,593","0,7434","0,001291989664","0,2177233356",1019,"0,1016216216","8,5","0,1038961039"
Белгородская область,2017,0,1,67,24,"785254,1","506,6155","0,0791","0,0770",821,1550,"-0,0250","3,9","0,5473","0,621","0,3398733","73,67","-0,00193174501",91978,"-0,007563741516","729083,8","469,4679974","0,04946209248",4,"-0,0243902439","0,5473","0,621","0,001935483871","-0,02480112799",884,"-0,1324828263","8,1","-0,04705882353"
Белгородская область,2018,0,1,68,25,865979,"559,4180","0,1042","0,1028",850,1548,"0,0000","3,9","0,7971","0,7324","0,58379604","73,67","-0,001290322581",86883,"-0,0553936811","785254,1","506,6155484","0,07912690783","3,9","-0,025","0,5473","0,621","-0,00193174501","-0,007563741516",821,"-0,07126696833","7,8","-0,03703703704"
Белгородская область,2019,0,1,69,26,,,,,,1549,"0,0000","3,9","0,7971","0,7324","0,58379604","74,21","0,000645994832",108098,"0,2441789533",865979,"559,4179587","0,1042257989","3,9",0,"0,7971","0,7324","-0,001290322581","-0,0553936811","850,3229974","0,03571619661","7,5","-0,03846153846"
Брянская область,2000,0,0,62,4,"24650,5","17,5075",,"0,3663",2107,1408,"-0,1355","13,4","0,4295","0,6979","0,29974805","64,68","-0,09102646869",1984,"-0,9816462839",,"12,448","-0,9777483011","3,9",0,"0,7971","0,7324","0,000645994832","0,2441789533",,,"7,8","0,04"
Брянская область,2001,0,0,63,5,"30110,3","21,6310","0,2355","0,2215",1981,1392,"-0,2687","9,8","0,4295","0,6979","0,29974805","65,05","-0,01136363636",2477,"0,2484879032","24650,5","17,50745739","0,4064474121","13,4","-0,135483871","0,4295","0,6979","-0,09102646869","-0,9816462839",2107,,"42,3","4,423076923"
Брянская область,2002,0,0,64,6,"37374,1","27,1812","0,2566","0,2412",1510,1375,"-0,1224","8,6","0,4295","0,6979","0,29974805","64,07","-0,01221264368",3425,"0,3827210335","30110,3","21,63096264","0,2355285046","9,8","-0,2686567164","0,4295","0,6979","-0,01136363636","0,2484879032",1981,"-0,05980066445","35,8","-0,1536643026"
Брянская область,2003,0,0,65,7,"43700,3","32,1326","0,1822","0,1693",1808,1360,"-0,1395","7,4","0,3471","0,4838","0,16792698",,"-0,01090909091",4773,"0,3935766423","37374,1","27,18116364","0,2565859451","8,6","-0,1224489796","0,4295","0,6979","-0,01221264368","0,3827210335",1510,"-0,2377587077","31,2","-0,1284916201"
Брянская область,2004,1,0,66,8,"51003,4","37,9490","0,1810","0,1671",1854,1344,"0,2027","8,9","0,6357","0,6121","0,38911197",,"-0,01176470588",4993,"0,04609260423","43700,3","32,13257353","0,1821632789","7,4","-0,1395348837","0,3471","0,4838","-0,01090909091","0,3935766423",1808,"0,1973509934","26,7","-0,1442307692"
Брянская область,2005,0,1,47,1,"66692,3","50,2580","0,3244","0,3076",2316,1327,"-0,2360","6,8","0,6357","0,6121","0,38911197","63,4","-0,01264880952",6360,"0,2737832966","51003,4","37,94895833","0,1810121059","8,9","0,2027027027","0,6357","0,6121","-0,01176470588","0,04609260423",1854,"0,02544247788","25,3","-0,05243445693"
Брянская область,2006,0,1,48,2,"82100,4","62,5289","0,2442","0,2310",2184,1313,"0,0000","6,8","0,6357","0,6121","0,38911197",,"-0,01055011304",9439,"0,4841194969","66692,3","50,25795026","0,3243565165","6,8","-0,2359550562","0,6357","0,6121","-0,01264880952","0,2737832966",2316,"0,2491909385","20,1","-0,2055335968"
Брянская область,2007,0,1,49,3,"102706,2","78,8229","0,2606","0,2510",2140,1303,"-0,0588","6,4","0,6177","0,568","0,3508536","66,11","-0,00761614623",16062,"0,7016633118","82100,4","62,52886519","0,2441586827","6,8",0,"0,6357","0,6121","-0,01055011304","0,4841194969",2184,"-0,05699481865","19,54","-0,02786069652"
Брянская область,2008,0,1,50,4,"125834,4","97,2445","0,2337","0,2252",2041,1294,"0,0156","6,5","0,6182","0,6293","0,38903326",,"-0,006907137375",19478,"0,212675881","102706,2","78,8228703","0,2605837329","6,4","-0,05882352941","0,6177","0,568","-0,00761614623","0,7016633118",2140,"-0,02014652015","18,4","-0,05834186285"
Брянская область,2009,0,1,51,5,"126477,4","98,2730","0,0106","0,0051",1973,1287,"0,6462","10,7","0,6182","0,6293","0,38903326",,"-0,005409582689",20814,"0,06859020433","125834,4","97,24451314","0,2337093634","6,5","0,015625","0,6182","0,6293","-0,006907137375","0,212675881",2041,"-0,04626168224","15,8","-0,1413043478"
Брянская область,2010,0,1,52,6,147024,"115,3129","0,1734","0,1625",1833,1275,"-0,2523",8,"0,6182","0,6293","0,38903326","67,92","-0,009324009324",32780,"0,5749015086","126477,4","98,27303807","0,01057668862","10,7","0,6461538462","0,6182","0,6293","-0,005409582689","0,06859020433",1973,"-0,03331700147","15,3","-0,03164556962"
Брянская область,2011,0,1,53,7,"174211,8","137,8258","0,1952","0,1849",1533,1264,"-0,1125","7,1","0,5012","0,599","0,3002188","68,83","-0,00862745098",37810,"0,1534472239",147024,"115,3129412","0,1733934702",8,"-0,2523364486","0,6182","0,6293","-0,009324009324","0,5749015086",1833,"-0,07095793208","13,6","-0,1111111111"
Брянская область,2012,0,1,54,8,"207397,5","165,3888","0,2000","0,1905",1488,1254,"-0,2817","5,1","0,6402","0,6697","0,42874194","69,06","-0,007911392405",36974,"-0,02211055276","174211,8","137,8257911","0,1952326403","7,1","-0,1125","0,5012","0,599","-0,00862745098","0,1534472239",1533,"-0,1636661211","12,6","-0,07352941176"
Брянская область,2013,0,1,55,9,"219502,8","176,7333","0,0686","0,0584",1527,1242,"0,0196","5,2","0,6402","0,6697","0,42874194","69,75","-0,00956937799",48764,"0,3188727214","207397,5","165,388756","0,1999840858","5,1","-0,2816901408","0,6402","0,6697","-0,007911392405","-0,02211055276",1488,"-0,02935420744","10,5","-0,1666666667"
Брянская область,2014,1,0,56,10,"242722,4","196,8552","0,1139","0,1058",1382,1233,"-0,0385",5,"0,6402","0,6697","0,42874194","69,42","-0,007246376812",53375,"0,09455746042","219502,8","176,7333333","0,06859340156","5,2","0,01960784314","0,6402","0,6697","-0,00956937799","0,3188727214",1527,"0,02620967742","12,6","0,2"
Брянская область,2015,0,0,54,1,"271782,5","221,6823","0,1261","0,1197",1409,1226,"-0,0800","4,6","0,6402","0,6697","0,42874194","70,36","-0,005677210057",50641,"-0,05122248244","242722,4","196,85515","0,1138541119",5,"-0,03846153846","0,6402","0,6697","-0,007246376812","0,09455746042",1382,"-0,09495743287","13,2","0,04761904762"
Брянская область,2016,0,0,55,2,281131,"230,2465","0,0386","0,0344",1293,1221,"0,0000","4,6","0,6391","0,551","0,3521441","70,92","-0,004078303426",55754,"0,1009656207","271782,5","221,6823002","0,1261188753","4,6","-0,08","0,6402","0,6697","-0,005677210057","-0,05122248244",1409,"0,01953690304","14,1","0,06818181818"
Брянская область,2017,0,0,56,3,"305258,9","252,0718","0,0948","0,0858",1188,1211,"-0,0435","4,4","0,6391","0,551","0,3521441","71,27","-0,00819000819",45339,"-0,1868027406",281131,"230,2465192","0,03863285015","4,6",0,"0,6391","0,551","-0,004078303426","0,1009656207",1293,"-0,08232789212","14,4","0,02127659574"
Брянская область,2018,0,0,57,4,328814,"274,0117","0,0870","0,0772",1191,1200,"-0,1136","3,9","0,816","0,7971","0,6504336","71,71","-0,009083402147",48871,"0,07790202695","305258,9","252,0717589","0,09479074733","4,4","-0,04347826087","0,6391","0,551","-0,00819000819","-0,1868027406",1188,"-0,08120649652","14,2","-0,01388888889"
Брянская область,2019,0,1,58,5,,,,,,1193,"-0,0256","3,8","0,816","0,7971","0,6504336","72,31","-0,005833333333",53450,"0,09369564773",328814,"274,0116667","0,08703834133","3,9","-0,1136363636","0,816","0,7971","-0,009083402147","0,07790202695","1190,583333","0,002174523008","13,6","-0,04225352113"
Владимирская область,2000,0,0,53,4,"33017,7","21,1924",,"0,2596",2031,1558,"-0,0551",12,"0,5314","0,6638","0,35274332","63,44","0,3059513831",3097,"-0,9420579981",,"16,2219","-0,9407985061","3,8","-0,02564102564","0,816","0,7971","-0,005833333333","0,09369564773",,,"13,8","0,01470588235"
Владимирская область,2001,0,0,54,5,"42075,4","27,3394","0,2901","0,2743",2131,1539,"-0,1500","10,2","0,5314","0,6638","0,35274332","63,56","-0,01219512195",4019,"0,2977074588","33017,7","21,192362","0,3064044287",12,"-0,05511811024","0,5314","0,6638","0,3059513831","-0,9420579981",2031,,"44,7","2,239130435"
Владимирская область,2002,0,0,55,6,"50359,9","33,1315","0,2119","0,1969",1749,1520,"0,0196","10,4","0,5314","0,6638","0,35274332","62,79","-0,01234567901",5786,"0,4396616074","42075,4","27,3394412","0,2900610698","10,2","-0,15","0,5314","0,6638","-0,01219512195","0,2977074588",2131,"0,04923682915","40,7","-0,08948545861"
Владимирская область,2003,0,0,56,7,"61818,6","40,9395","0,2357","0,2275",1917,1510,"-0,0192","10,2","0,3037","0,4283","0,13007471",,"-0,006578947368",6817,"0,1781887314","50359,9","33,13151316","0,2118577304","10,4","0,01960784314","0,5314","0,6638","-0,01234567901","0,4396616074",1749,"-0,1792585641","35,3","-0,1326781327"
Владимирская область,2004,0,0,57,8,74207,"49,5374","0,2100","0,2004",2152,1498,"-0,1078","9,1","0,6883","0,5599","0,38537917",,"-0,007947019868",8308,"0,2187179111","61818,6","40,9394702","0,2356655732","10,2","-0,01923076923","0,3037","0,4283","-0,006578947368","0,1781887314",1917,"0,09605488851","30,3","-0,1416430595"
Владимирская область,2005,0,0,58,9,"86926,8","58,4972","0,1809","0,1714",2491,1486,"-0,0110",9,"0,6883","0,5599","0,38537917","63,51","-0,008010680908",11613,"0,3978093404",74207,"49,53738318","0,2100152478","9,1","-0,1078431373","0,6883","0,5599","-0,007947019868","0,2187179111",2152,"0,1225873761","29,5","-0,02640264026"
Владимирская область,2006,0,0,59,10,"112841,7","76,4510","0,3069","0,2981",2523,1476,"0,2000","10,8","0,6883","0,5599","0,38537917",,"-0,006729475101",15024,"0,2937225523","86926,8","58,49717362","0,1808692722",9,"-0,01098901099","0,6883","0,5599","-0,008010680908","0,3978093404",2491,"0,157527881","29,2","-0,01016949153"
Владимирская область,2007,0,0,60,11,146663,"99,9748","0,3077","0,2997",2322,1467,"-0,3796","6,7","0,5675","0,6002","0,3406135","65,3","-0,006097560976",25675,"0,7089323749","112841,7","76,45101626","0,3069181215","10,8","0,2","0,6883","0,5599","-0,006729475101","0,2937225523",2523,"0,01284624649","25,14","-0,1390410959"
Владимирская область,2008,0,0,61,12,"175395,7","120,2988","0,2033","0,1959",1980,1458,"-0,1493","5,7","0,6405","0,5561","0,35618205",,"-0,006134969325",30811,"0,2000389484",146663,"99,97477846","0,3076971811","6,7","-0,3796296296","0,5675","0,6002","-0,006097560976","0,7089323749",2322,"-0,07966706302","22,7","-0,09705648369"
Владимирская область,2009,0,0,62,13,"185824,6","128,1549","0,0653","0,0595",1923,1450,"0,5263","8,7","0,6405","0,5561","0,35618205",,"-0,00548696845",35455,"0,1507253903","175395,7","120,298834","0,2032918289","5,7","-0,1492537313","0,6405","0,5561","-0,006134969325","0,2000389484",1980,"-0,1472868217","19,6","-0,1365638767"
Владимирская область,2010,0,0,63,14,"224759,2","155,9745","0,2171","0,2095",1773,1441,"-0,2989","6,1","0,6405","0,5561","0,35618205","67,12","-0,006206896552",34652,"-0,02264842758","185824,6","128,1548966","0,0653045609","8,7","0,5263157895","0,6405","0,5561","-0,00548696845","0,1507253903",1923,"-0,02878787879","19,1","-0,02551020408"
Владимирская область,2011,0,0,64,15,"261222,6","182,4180","0,1695","0,1622",1659,1432,"-0,0656","5,7","0,3755","0,489","0,1836195","68,08","-0,006245662734",41607,"0,2007099157","224759,2","155,9744622","0,2170776644","6,1","-0,2988505747","0,6405","0,5561","-0,006206896552","-0,02264842758",1773,"-0,07800312012","18,3","-0,04188481675"
Владимирская область,2012,0,0,65,16,"286018,6","201,1383","0,1026","0,0949",1525,1422,"-0,2281","4,4","0,5349","0,5307","0,28387143","68,6","-0,006983240223",42761,"0,02773571755","261222,6","182,4180168","0,1695377193","5,7","-0,06557377049","0,3755","0,489","-0,006245662734","0,2007099157",1659,"-0,06429780034","17,5","-0,04371584699"
Владимирская область,2013,1,0,66,17,"306641,4","217,0144","0,0789","0,0721",1315,1413,"-0,1364","3,8","0,5349","0,5307","0,28387143","69,13","-0,006329113924",46104,"0,07817871425","286018,6","201,138256","0,1026227538","4,4","-0,2280701754","0,5349","0,5307","-0,006983240223","0,02773571755",1525,"-0,08077154913",15,"-0,1428571429"
Владимирская область,2014,0,1,60,1,"328064,2","233,3316","0,0752","0,0699",1334,1406,"0,1316","4,3","0,5349","0,5307","0,28387143","69,25","-0,004953998585",52451,"0,1376670137","306641,4","217,0144374","0,07893168464","3,8","-0,1363636364","0,5349","0,5307","-0,006329113924","0,07817871425",1315,"-0,137704918","14,1","-0,06"
Владимирская область,2015,0,1,61,2,"368489,2","263,7718","0,1305","0,1232",1523,1397,"0,3023","5,6","0,5349","0,5307","0,28387143","69,82","-0,00640113798",51030,"-0,02709195249","328064,2","233,3315789","0,07518919837","4,3","0,1315789474","0,5349","0,5307","-0,004953998585","0,1376670137",1334,"0,0144486692","14,2","0,007092198582"
Владимирская область,2016,0,1,62,3,"393775,1","283,2914","0,0740","0,0686",1373,1390,"0,0000","5,6","0,452","0,384","0,173568","70,28","-0,005010737294",50752,"-0,005447775818","368489,2","263,7717967","0,130459057","5,6","0,3023255814","0,5349","0,5307","-0,00640113798","-0,02709195249",1523,"0,1416791604","14,7","0,03521126761"
Владимирская область,2017,0,1,63,4,"412942,7","299,6681","0,0578","0,0487",1319,1378,"-0,1429","4,8","0,452","0,384","0,173568","71,15","-0,008633093525",56740,"0,1179854981","393775,1","283,2914388","0,07400200622","5,6",0,"0,452","0,384","-0,005010737294","-0,005447775818",1373,"-0,09848982272","14,6","-0,006802721088"
Владимирская область,2018,1,1,64,5,440543,"322,5059","0,0762","0,0668",1264,1366,"-0,0208","4,7","0,7365","0,6501","0,47879865","71,23","-0,008708272859",53570,"-0,05586887557","412942,7","299,6681422","0,05780867736","4,8","-0,1428571429","0,452","0,384","-0,008633093525","0,1179854981",1319,"-0,03932993445","13,2","-0,09589041096"
Владимирская область,2019,0,0,49,1,,,,,,1358,"-0,1489",4,"0,7365","0,6501","0,47879865","71,87","-0,005856515373",66136,"0,2345715886",440543,"322,5058565","0,07621001722","4,7","-0,02083333333","0,7365","0,6501","-0,008708272859","-0,05586887557","1263,762811","-0,04187808103","13,1","-0,007575757576"
Воронежская область,2000,1,0,61,4,"49523,9","20,4475",,"0,2709",1606,2422,"-0,1140","10,1","0,5675","0,7008","0,397704","66,54","0,7835051546",3397,"-0,9486361437",,"15,7972","-0,9510173236",4,"-0,1489361702","0,7365","0,6501","-0,005856515373","0,2345715886",,,"12,6","-0,03816793893"
Воронежская область,2001,0,0,57,1,"60014,6","25,0374","0,2245","0,2118",1701,2397,"-0,0495","9,6","0,5675","0,7008","0,397704","66,17","-0,01032204789",4319,"0,2714159553","49523,9","20,44752271","0,29437639","10,1","-0,1140350877","0,5675","0,7008","0,7835051546","-0,9486361437",1606,,"41,9","2,325396825"
Воронежская область,2002,0,0,58,2,"83001,1","34,9626","0,3964","0,3830",1433,2374,"-0,0729","8,9","0,5675","0,7008","0,397704","66,07","-0,009595327493",6691,"0,549201204","60014,6","25,03738006","0,2244700943","9,6","-0,0495049505","0,5675","0,7008","-0,01032204789","0,2714159553",1701,"0,05915317559","36,6","-0,1264916468"
Воронежская область,2003,0,0,59,3,"100143,3","42,2902","0,2096","0,2065",1631,2368,"-0,0674","8,3","0,2586","0,4665","0,1206369",,"-0,002527379949",8332,"0,2452548199","83001,1","34,96255265","0,3964141844","8,9","-0,07291666667","0,5675","0,7008","-0,009595327493","0,549201204",1433,"-0,1575543798","33,83","-0,07568306011"
Воронежская область,2004,0,1,60,4,"117197,6","49,5550","0,1718","0,1703",1608,2365,"0,0482","8,7","0,6528","0,6247","0,40780416",,"-0,001266891892",9232,"0,1080172828","100143,3","42,29024493","0,2095868786","8,3","-0,06741573034","0,2586","0,4665","-0,002527379949","0,2452548199",1631,"0,1381716678","28,8","-0,1486845995"
Воронежская область,2005,0,1,61,5,"133586,6","56,5805","0,1418","0,1398",1886,2361,"-0,1264","7,6","0,6528","0,6247","0,40780416","66,5","-0,001691331924",12126,"0,31347487","117197,6","49,55501057","0,1717834846","8,7","0,04819277108","0,6528","0,6247","-0,001266891892","0,1080172828",1608,"-0,01410177805","25,1","-0,1284722222"
Воронежская область,2006,0,1,62,6,"166176,5","70,5932","0,2477","0,2440",1777,2354,"-0,2895","5,4","0,6528","0,6247","0,40780416",,"-0,002964845404",16488,"0,3597229095","133586,6","56,58051673","0,1417718628","7,6","-0,1264367816","0,6528","0,6247","-0,001691331924","0,31347487",1886,"0,1728855721","23,2","-0,07569721116"
Воронежская область,2007,0,1,63,7,"222811,9","95,0157","0,3460","0,3408",1763,2345,"-0,0370","5,2","0,5617","0,6685","0,37549645","67,52","-0,003823279524",27806,"0,686438622","166176,5","70,59324554","0,2476599653","5,4","-0,2894736842","0,6528","0,6247","-0,002964845404","0,3597229095",1777,"-0,05779427359","19,6","-0,1551724138"
Воронежская область,2008,0,1,64,8,"287072,1","122,7328","0,2917","0,2884",1526,2339,"0,0000","5,2","0,6627","0,6999","0,46382373",,"-0,002558635394",40213,"0,4461986622","222811,9","95,01573561","0,3459607202","5,2","-0,03703703704","0,5617","0,6685","-0,003823279524","0,686438622",1763,"-0,00787844682","19,54","-0,00306122449"
Воронежская область,2009,1,1,65,9,"301729,1","129,2202","0,0529","0,0511",1378,2335,"0,6538","8,6","0,6627","0,6999","0,46382373",,"-0,001710132535",40561,"0,008653917887","287072,1","122,7328345","0,2917106178","5,2",0,"0,6627","0,6999","-0,002558635394","0,4461986622",1526,"-0,134429949","17,5","-0,1044012282"
Воронежская область,2010,0,1,55,1,"346568,2","148,4232","0,1486","0,1486",1174,2335,"-0,1279","7,5","0,6627","0,6999","0,46382373","69,45",0,56652,"0,3967111265","301729,1","129,2201713","0,0528573856","8,6","0,6538461538","0,6627","0,6999","-0,001710132535","0,008653917887",1378,"-0,09698558322","19,3","0,1028571429"
Воронежская область,2011,0,1,56,2,"474973,9","203,6766","0,3723","0,3705",1158,2332,"-0,1467","6,4","0,48065","0,643","0,30905795","70,41","-0,001284796574",66539,"0,1745216409","346568,2","148,423212","0,1486071446","7,5","-0,1279069767","0,6627","0,6999",0,"0,3967111265",1174,"-0,1480406386","19,1","-0,0103626943"
Воронежская область,2012,0,1,57,3,"563965,4","242,0452","0,1884","0,1874",1188,2330,"-0,1406","5,5","0,6134","0,6799","0,41705066","70,84","-0,0008576329331",78223,"0,1755962669","474973,9","203,6766295","0,3722693827","6,4","-0,1466666667","0,48065","0,643","-0,001284796574","0,1745216409",1158,"-0,0136286201","17,2","-0,09947643979"
Воронежская область,2013,0,1,58,4,"611720,4","262,6537","0,0851","0,0847",1306,2329,"-0,1455","4,7","0,6134","0,6799","0,41705066","70,89","-0,0004291845494",93139,"0,190685604","563965,4","242,0452361","0,1883800151","5,5","-0,140625","0,6134","0,6799","-0,0008576329331","0,1755962669",1188,"0,02590673575","10,3","-0,4011627907"
Воронежская область,2014,0,1,59,5,"717667,2","307,8795","0,1722","0,1732",1448,2331,"-0,0426","4,5","0,6134","0,6799","0,41705066","70,82","0,0008587376556",103119,"0,1071516765","611720,4","262,6536711","0,08514290712","4,7","-0,1454545455","0,6134","0,6799","-0,0004291845494","0,190685604",1306,"0,09932659933","9,4","-0,08737864078"
Воронежская область,2015,0,1,60,6,"805969,6","345,4649","0,1221","0,1230",1685,2333,"0,0000","4,5","0,6134","0,6799","0,41705066","71,67","0,000858000858",113475,"0,1004276612","717667,2","307,8795367","0,1721882104","4,5","-0,04255319149","0,6134","0,6799","0,0008587376556","0,1071516765",1448,"0,1087289433","9,2","-0,02127659574"
Воронежская область,2016,0,1,61,7,817283,"350,0141","0,0132","0,0140",1472,2335,"0,0000","4,5","0,5906","0,537","0,3171522","72,08","0,0008572653236",116084,"0,02299184842","805969,6","345,464895","0,1220781307","4,5",0,"0,6134","0,6799","0,000858000858","0,1004276612",1685,"0,1636740331","9,5","0,03260869565"
Воронежская область,2017,1,1,62,8,"868290,6","372,1777","0,0633","0,0624",1395,2333,"-0,0444","4,3","0,5906","0,537","0,3171522","73,03","-0,0008565310493",121500,"0,04665586989",817283,"350,0141328","0,01316845168","4,5",0,"0,5906","0,537","0,0008572653236","0,02299184842",1472,"-0,1264094955","9,4","-0,01052631579"
Воронежская область,2018,0,1,55,1,"943595,6","405,3246","0,0891","0,0867",1259,2328,"-0,1395","3,7","0,7888","0,6456","0,50924928","73,15","-0,002143163309",118751,"-0,0226255144","868290,6","372,1777111","0,06332195264","4,3","-0,04444444444","0,5906","0,537","-0,0008565310493","0,04665586989",1395,"-0,05230978261",9,"-0,04255319149"
Воронежская область,2019,0,1,56,2,,,,,,2324,"-0,0270","3,6","0,7888","0,6456","0,50924928","73,63","-0,001718213058",128126,"0,07894670361","943595,6","405,3245704","0,08906191412","3,7","-0,1395348837","0,7888","0,6456","-0,002143163309","-0,0226255144","1258,934708","-0,0975378438","8,9","-0,01111111111"
Ивановская область,2000,1,0,61,4,16900,"14,3342",,"0,3478",2367,1179,"-0,4057","10,4","0,5346","0,6819","0,36454374","62,57","-0,4926850258",1734,"-0,9864664471",,"10,2018","-0,9748305414","3,6","-0,02702702703","0,7888","0,6456","-0,001718213058","0,07894670361",,,"8,9",0
Ивановская область,2001,0,0,54,1,"22175,9","19,0843","0,3314","0,3122",2376,1162,"-0,4327","5,9","0,5346","0,6819","0,36454374","63,18","-0,01441899915",2110,"0,216839677",16900,"14,33418151","0,4050639603","10,4","-0,4057142857","0,5346","0,6819","-0,4926850258","-0,9864664471",2367,,"68,4","6,685393258"
